id,date,user,pc,filename,activity,to_removable_media,from_removable_media,content
{F9E9-V6ZB23FG-0157HQVD},01/03/2010 12:10:32,CHM1561,PC-7046,R:\CHM1561\EUG6KWWZ.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 He mostly appeared in Shakespeare plays, including the title role in Cymbeline, Edmund of Langley in Richard II, the King in All's Well That Ends Well, Ulysses in Troilus and Cressida, and Leonato in Much Ado About Nothing. He was also noted as possessing a gift for dry comedy during this period of his acting career, exemplified by his roles in Maxim Gorky's plays Enemies and Summerfolk. In 1993, the college became a Grade II listed building, a designation given to buildings of national importance and special interest. He was, however, ""thankful"" that the building used smooth-faced stone ""in the proper Oxford style"" rather than rubble facing, which he said had been used elsewhere in Oxford ""with extraordinarily unpleasing results""."
{B4Z3-T7AH66YJ-8113OTJA},01/03/2010 12:10:53,ABD3426,PC-8657,R:\ABD3426\6QDG3H63.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area. It was briefly used as a connection for the parallel state highway after it opened."
{Y0S6-B5NW89WN-0503FPLY},01/03/2010 12:11:14,LLT0291,PC-1250,R:\873kb79\XZYL5HGP.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The most recent, the 1700 Cascadia earthquake, was recorded in the oral traditions of the First Nations people on Vancouver Island. The tsunami created by the earthquake ultimately devastated a winter village at Pachena Bay, killing all the people that lived there. They fought for about 40 minutes before Sherburne, believing he was being attacked by a much larger force, surrendered. American reinforcements on their way to The Cedars were also captured after a brief skirmish on May 20."
{L6V1-J6NX64YJ-9862IFEG},01/03/2010 12:11:17,ABD3426,PC-8657,R:\ABD3426\6QDG3H63.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area. It was briefly used as a connection for the parallel state highway after it opened."
{A4G5-T8IT95RH-9571YAXL},01/03/2010 12:11:25,JEM0546,PC-0308,R:\55w78D6\WBZRIZZ6.pdf,File Write,True,False,"25-50-44-46-2D In battle, JP are rewarded for every successful action. Charge time is increased once every CT unit (a measure of time in battles) by an amount equal to the unit's speed statistic. Both sexes fast for a considerable period during breeding; the male fasts for 37 days after arrival until he returns to sea for around ten days before fasting while incubating eggs and young for another 36 days, and the female fasts for 42 days from her arrival after the male until late in the incubation period. This decline of the overall population in the last 30 years has resulted in the classification of the species as globally Vulnerable by the IUCN Red List of Threatened Species."
{B0F6-U0LD18QF-2488CUBX},01/03/2010 12:11:36,ABD3426,PC-8657,R:\ABD3426\6QDG3H63.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 It was briefly used as a connection for the parallel state highway after it opened. Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area."
{K7Y7-D3UZ78BD-8939BMAY},01/03/2010 12:12:18,ABM3687,PC-6740,R:\116cGj8\ESOI4KPW.pdf,File Open,False,True,"25-50-44-46-2D It can be fed from both linked ammunition and STANAG magazines, like those used in the M16 and M4. In February 1976, the Minimi and Rodman XM235 SAW were selected for further development. At this time, the Minimi received the designation XM249. Smith spoke positively of the M249, claiming that it ""provided the requisite firepower at the squad level as intended"". The Army decided that an individual machine gun, lighter than the M60, but with more firepower than the M16, would be advantageous; troops would no longer have to rely on rifles for automatic fire."
{Z0L2-T4OF48PG-9776CMFE},01/03/2010 12:12:54,ABD3426,PC-8657,R:\ABD3426\6QDG3H63.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 It was briefly used as a connection for the parallel state highway after it opened. Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area."
{B9R2-O8MW55YE-6016YDZH},01/03/2010 12:13:03,ABM3687,PC-6740,R:\116cGj8\ESOI4KPW.pdf,File Copy,False,True,"25-50-44-46-2D It can be fed from both linked ammunition and STANAG magazines, like those used in the M16 and M4. In February 1976, the Minimi and Rodman XM235 SAW were selected for further development. At this time, the Minimi received the designation XM249. Smith spoke positively of the M249, claiming that it ""provided the requisite firepower at the squad level as intended"". The Army decided that an individual machine gun, lighter than the M60, but with more firepower than the M16, would be advantageous; troops would no longer have to rely on rifles for automatic fire."
{Q8Z1-P2PN53OC-9324MGMY},01/03/2010 12:13:13,JEM0546,PC-0308,R:\41m4cD4\5VXN4Z9G.jpg,File Write,True,False,FF-D8 
{M4V5-V8ZM07IH-8514EFNW},01/03/2010 12:13:18,GKL0006,PC-3525,R:\34Qvvl0\V2DB4X2N.pdf,File Open,False,True,"25-50-44-46-2D Neumunster had previously tried to negotiate with Berlin Zoo, but later sought a court ruling in their favor. Knut's diet began with a bottle of baby formula mixed with cod liver oil every two hours, before graduating at the age of four months to a milk porridge mixed with cat food and vitamins. Much ado was also made about a death threat that was sent shortly before 15:00 local time on Wednesday 18 April 2007. Conditions in North Africa proved more challenging than those in World War I, however, as the combat was fast-moving and the Australian troops felt less motivation to collect artefacts than those of the First AIF. He frequently worked from 7 am to midnight, and this took a toll on his health."
{R0Y0-T6EF06MK-5635YJKT},01/03/2010 12:13:28,GKL0006,PC-3525,R:\24wNSX0\KX9VGBXX.pdf,File Copy,False,True,"25-50-44-46-2D In 2004, the police services of Lethbridge and Coaldale combined to form the Lethbridge Regional Police Service. Two years later, the city joined in a partnership with 24 other local communities to create an economic development alliance called SouthGrow, representing a population of over 140,000. In May 1917, he was selected by White to command the newly established Australian War Records Section (AWRS), and was promoted to the rank of captain. Following the war, he returned to the Memorial in 1946 but his performance deteriorated over time, possibly due to exhaustion."
{I0P3-J8IY36QI-4805OYAP},01/03/2010 12:13:29,ABM3687,PC-6740,C:\7B45GB33.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 After releasing the bolt securing the trapdoor on which the condemned man was standing Calcraft ran off, leaving Bousfield hanging; a few moments later Bousfield raised one of his legs to support himself on the platform. Historians Anthony Stokes and Theodore Dalrymple have suggested that Calcraft's ""controversial"" use of the short-drop allowed him a couple of minutes to entertain the large crowds of 30,000 plus that sometimes attended his public executions. The hot springs adjacent to Mount Cayley have made the volcanic field a target for geothermal exploration. The central portion contains at least five volcanoes situated at the Powder Mountain Icefield."
{P5D3-P9NO62ZZ-1321ZVJX},01/03/2010 12:13:35,GKL0006,PC-3525,R:\24wNSX0\KX9VGBXX.pdf,File Write,True,False,"25-50-44-46-2D In the mid-1980s, the CPR moved its rail yards in downtown Lethbridge to nearby Kipp, and Lethbridge ceased being a rail hub. Lethbridge has a public library and three major museum/galleries. New West Theatre performs at the Genevieve E. Yates Memorial Centre using its two theatres: the 500-seat proscenium Yates Theatre and the 180-seat black box Sterndale Bennet Theatre. In January 1952, Dawn found him ill in bed after noticing that he had not signed the attendance book. In May 1917, he was selected by White to command the newly established Australian War Records Section (AWRS), and was promoted to the rank of captain."
{P2I7-K7GP03SF-7286JWGR},01/03/2010 12:14:35,ABD3426,PC-8657,R:\ABD3426\SHTXXVW0.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area. The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933. It was briefly used as a connection for the parallel state highway after it opened. Sen criticized him for casting a matinee idol such as Uttam Kumar, whom he considered a compromise. Although he liked visual design (graphic design) and he was mostly treated well, there was tension between the British and Indian employees of the firm."
{J2T3-U9LG49PU-1106VZDH},01/03/2010 12:15:58,JDM1042,PC-1105,R:\YIZTX40J.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 In the club's early days Athletic struggled to attract crowds of over 150, but by the time the club reached the Conference, crowds at The Crabble were averaging around 1,000. Former Everton goalkeeper Neville Southall took over but was dismissed just three months later, with Clive Walker taking over in March 2002 with the club rooted to the foot of the table. The largest number of points the team has accrued is 102 in the 1989-90 season, and the highest total number of goals scored in a season is 89, scored in 40 matches in the 1985-86 season. He was interested in social affairs, and successfully stood for Birmingham City Council in 1911. In later years, as Chamberlain rose to the heights of British politics, he seldom visited the school, did not enrol his own son, and rarely spoke of his time there."
{L6U7-I7NM93BJ-3159OHCQ},01/03/2010 12:19:24,CHM1561,PC-7046,R:\8B9VKEH3.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 He split his time between Ingpen and Ravenscroft on a four-day rotating basis to which both women consented. Although he worked primarily on the London stage, he made his Broadway debut in 1929, when he played one of the two murderers in Rope's End. Shaw was survived by his partner Joan Ingpen, daughter Drusilla MacLeod, sisters Susan Bonner-Morgan and Penelope Harness, and sister-in-law Olga Young. In 1956, he played the title role in the first English production of Hugo von Hofmannsthal's Everyman."
{R6K6-P5KA81BB-4374QWYG},01/03/2010 12:19:25,LLT0291,PC-1250,R:\VDKGZNIY.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 This improvement is continuous and will support the understanding to monitor volcanoes in the Mount Cayley field for future volcanism. A portion of the southwestern flank of Mount Fee comprises no volcanic glass, but rather composed of an abnormal cryptocrystalline matrix. To the north, two volcanoes form a sparse area of volcanism. As late as 1798 the parish was still paying its traditional castle-guard rent to Dover Castle and retained a court baron; this fee was a substitute for a feudal obligation requiring the provision of knights to defend the castle. All development is subject to a high level of scrutiny; any development that would adversely affect the natural beauty of the landscape will automatically be resisted, and large-scale development proposals must be accompanied by an environmental impact assessment."
{L5O2-F1ST11JL-0706PRDT},01/03/2010 12:20:37,JDM1042,PC-1105,R:\68F7576U.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 According to Time magazine, Macleod saw Chamberlain as a ""humanitarian industrialist, [a] progressive Lord Mayor of Birmingham and a dedicated Minister of Health who was damned as a 'Tory socialist'[.] Through a family connection, Neville Chamberlain was made a director of Elliot's Metal Company, which was located within a mile (1.6 km) of Highbury. Konig then took part in several sorties into the North Sea. In the course of the engagement, Konig struck the cruiser Bayan once."
{P6Y1-N6FA79OA-4717ONHI},01/03/2010 12:29:37,JDM1042,PC-1105,C:\JDM1042\IOAZOFQJ.pdf,File Open,False,False,"25-50-44-46-2D The line of volcanoes has been the subject of myths and legends by First Nations. Here, the water is heated, becomes less dense and rises back to the surface along fissures or cracks. However, its severe terrain makes it challenging to develop a proposed 100 megawatt power station in the area. Little Ring Mountain at the northern end of the field contains at least 70% brown volcanic glass with isolated phenocrysts of plagioclase."
{E7Q8-T4PM48UF-6861NZER},01/03/2010 12:39:52,CAR2244,PC-0194,C:\UEHOCG24.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 Their reasons varied: some were out to protect their financial interests in the caravan; others wanted to avenge Ibn al-Hadrami, the guard killed at Nakhlah; finally, a few must have wanted to take part in what was expected to be an easy victory against the Muslims. This would be 15%-16% of the Quraishi army, unless the actual number of Meccan troops present at Badr was significantly lower, in which case the percentage of troops lost would have been higher. Muhammad accepted this decision and moved right away. Salman the Persian also couldn't join the battle, as he was still not a free man."
{E9S0-D5PU35XF-3125IHQY},01/03/2010 12:39:57,CAR2244,PC-0194,R:\24Dr6X2\FTEON8B2.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Shen also took interest in human anatomy, dispelling the long-held Chinese theory that the throat contained three valves, writing, ""When liquid and solid are imbibed together, how can it be that in one's mouth they sort themselves into two throat channels?"" The magistrate of Jincheng, Zheng Boshun, examined the creature as well, and noted the same scale-like markings that were seen on other marine animals. While Shen's educated Confucian contemporaries were interested in obtaining ancient relics and antiques in order to revive their use in rituals, Shen was more concerned with how items from archeological finds were originally manufactured and what their functionality would have been, based on empirical evidence. He was known to have read the works of Shen Kuo. Considering that damp and gloomy low places provide suitable conditions for the growth of bamboo, Shen deduced that the climate of Yanzhou must have fit that description in very ancient times."
{E5A1-V7EV63JC-1028ISRY},01/03/2010 12:40:49,CAR2244,PC-0194,R:\24Dr6X2\FTEON8B2.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Shen also took interest in human anatomy, dispelling the long-held Chinese theory that the throat contained three valves, writing, ""When liquid and solid are imbibed together, how can it be that in one's mouth they sort themselves into two throat channels?"" The magistrate of Jincheng, Zheng Boshun, examined the creature as well, and noted the same scale-like markings that were seen on other marine animals. While Shen's educated Confucian contemporaries were interested in obtaining ancient relics and antiques in order to revive their use in rituals, Shen was more concerned with how items from archeological finds were originally manufactured and what their functionality would have been, based on empirical evidence. He was known to have read the works of Shen Kuo. Considering that damp and gloomy low places provide suitable conditions for the growth of bamboo, Shen deduced that the climate of Yanzhou must have fit that description in very ancient times."
{E4R3-N1MU55XP-5709KZDH},01/03/2010 12:44:19,IMC3296,PC-2659,R:\18Y46W6\N0BTHPZP.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 The first published use of the term midshipman was in 1662. One major reason for the delay was that Navy leaders preferred the apprenticeship system, citing famous officers such as Nelson and the captains of the War of 1812 who did not attend a formal naval school. As Dominions of the British Empire formed their own navies during the 20th century, further countries began using the rank of midshipman. It is based on the score of the film Cape Fear, composed by Bernard Herrmann. Bob's aid is sought by Springfield police in ""The Great Louse Detective"" (season 14, 2002)."
{X5I4-S9AS74JC-8865KDHM},01/03/2010 12:44:20,HMY0235,PC-7084,R:\14n1L15\XE211XQE.doc,File Copy,True,False,D0-CF-11-E0-A1-B1-1A-E1 The resulting increase in the volume of correspondence required messages to be produced quickly and legibly. The low wages accepted by women-often 50% (or less) of those paid to a man-made them more attractive economically to businesses when filling the new positions.
{D4M7-K5JL32IL-7199VPWV},01/03/2010 12:44:43,IMC3296,PC-2659,C:\46m28M6\24V7YN1Z.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 When the urgency of the situation and risk of civil war became apparent, the newly appointed (and last) Viceroy, Lord Mountbatten, hastily brought forward the date to 15 August 1947. During his voyage, Cook also visited New Zealand, first discovered by Dutch explorer Abel Tasman in 1642, and claimed the North and South islands for the British crown in 1769 and 1770 respectively. Macmillan wished to avoid the same kind of colonial war that France was fighting in Algeria, and under his premiership decolonisation proceeded rapidly. About an hour after he and his wife ate a meal prepared with the mushrooms, Schaffer developed vomiting, diarrhea, and fever. The genus was later placed in a new family, Paxillaceae, by French mycologist Rene Maire who held it to be related to both agarics and boletes."
{I3Z0-F6NL30SN-3417YFQU},01/03/2010 12:45:58,LAF2213,PC-3090,C:\31NQ2P2\134VQ9NB.pdf,File Open,False,False,"25-50-44-46-2D Volcanoes that have experienced volcanic earthquakes include Mount Meager (seventeen events), Mount Cayley (four events), Mount Garibaldi (three events), Silverthrone Caldera (two events), Castle Rock (two events), Hoodoo Mountain (eight events), Crow Lagoon (four events), The Volcano (five events), and the Mount Edziza volcanic complex (eight events). And so we'll be looking for the types of events that we see beneath volcanoes and we'll be looking to see if they're getting closer to the surface or if they're migrating at all."""
{T0K9-S7IR39ZM-3605UIGK},01/03/2010 12:46:11,LAF2213,PC-3090,R:\QM8NE156.txt,File Delete,False,True,"52-53-52-55 There were also tribes that followed Judaism, Christianity (including Nestorianism),and Zoroastrianism. Both facts suggest the Quraish lacked the time to prepare for a proper campaign in their haste to protect the caravan. After his brother's death, Poe began more earnest attempts to start his career as a writer. Poe failed to show up for a meeting with Thomas to discuss the appointment in mid-September 1842, claiming to be sick, though Thomas believed he was drunk."
{B4K6-S8XU73SU-1550DUNZ},01/03/2010 12:46:41,LAF2213,PC-3090,R:\58Qh3D2\4P85JLQ7.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 There were also tribes that followed Judaism, Christianity (including Nestorianism),and Zoroastrianism. It should be noted that early Muslim sources take this account literally, and there are several hadith where Muhammad discusses the Angel Jibreel and the role he played in the battle. This would be 15%-16% of the Quraishi army, unless the actual number of Meccan troops present at Badr was significantly lower, in which case the percentage of troops lost would have been higher. Multiple hadiths refer to this incident, which was apparently a major cause for outrage among the Quraish of Mecca. During this period Muhammad was protected by his uncle Abu Talib."
{V9V0-Q9RE90CI-4916IKQI},01/03/2010 12:46:42,IMC3296,PC-2659,R:\IMC3296\5A8K4U2C.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 Midshipmen specializing in warfare remain at the college for the Initial Warfare Officer's Foundation course, which completes part of a Foundation degree in Naval Studies (equating to two thirds of a Bachelor's degree), on completion of initial professional training. Prince William, later William IV, is sometimes cited as a notorious example of this practice among midshipmen. Today Australia, New Zealand, South Africa, Pakistan, India, Singapore, Sri Lanka, Bangladesh and Kenya use the rank. Like other Agaricus species, A. deserticola is saprobic-feeding off dead or decaying organic matter. In this test, aniline plus nitric acid are applied to the surface of the fruit body, and if positive, a red or orange color forms."
{P4W6-H0FW32KP-4771DTQR},01/03/2010 12:47:10,LAF2213,PC-3090,C:\M62947OK.pdf,File Open,False,False,"25-50-44-46-2D Two of the beaches feature volleyball courts; beach 6 has 6 courts and beach 11 has one. These areas provide locations for scientific observation of natural systems; they protect examples of natural interest and beauty as well as examples of unique and typical animal and plant habitats. And so we'll be looking for the types of events that we see beneath volcanoes and we'll be looking to see if they're getting closer to the surface or if they're migrating at all."" At the time of the report, scientists did not know the origin of the swarm."
{J4B7-Y2EU76FC-1121JUZZ},01/03/2010 12:47:34,LAF2213,PC-3090,C:\SS5FM5IX.jpg,File Open,False,False,FF-D8 
{J4W8-U9BW96FC-6904IEAX},01/03/2010 12:47:48,LAF2213,PC-3090,R:\58Qh3D2\17Y2CULJ.pdf,File Copy,True,False,"25-50-44-46-2D Their efforts led to the creation of a municipal park commission that in 1903 hired the Olmsted Brothers landscape architectural firm to develop a plan for Portland's parks. Through early 2009, the agency had acquired or protected {convert|865|acre|ha} related to Forest Park, including {convert|600|acre|ha} beyond the existing park's northern boundary. Deputies had seized another small grow operation in the park in 2005. By this time Muhammad's companions were approaching the wells where he planned to either waylay the caravan, or to fight the meccan army at Badr, along the Syrian trade route where the caravan would be expected to stop or the meccan army to come for its protection. The Battle of Badr is one of the few battles explicitly discussed in the Qur'an."
{P4N3-F9YB35LS-5115RBTZ},01/03/2010 12:49:51,IMC3296,PC-2659,C:\46m28M6\P00ETC97.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 Konrad Ottenheym concludes that Bruce employed an ""international style"", which was fashionable in France, Holland, and England, and that he was pivotal in disseminating this style in Scotland. Although Daniel Defoe called Bruce ""the Kit Wren of North Britain"", for his role as the effective founder of classical architecture in that country, Gifford suggests he is more comparable to Hugh May and Roger Pratt in his achievements. Internally, Bruce created a new layout of rooms, and it was for his continental-inspired internal planning, as much as his exterior design, that he was sought after as an architect. Some 350 Italian soldiers surrendered at Post 11. Its advance allowed the 17th Infantry Brigade to make progress as well, and the two brigades reduced the southern sector of the fortress."
{M4B2-H7FZ82ZV-5276YVID},01/03/2010 12:52:53,ABD3426,PC-8657,R:\RY3GAAF9.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area. Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. The 8th bulletin of the Grande Armee described the scale of the achievement: On December 2, the decisive French victory at Austerlitz removed Austria from the war."
{T1M0-K2ZW75FF-1124GBDT},01/03/2010 12:54:57,RAA1455,PC-7117,R:\51Vrb41\CURTMOAK.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The Rhine river was a formidable natural obstacle to the Allied advance, but if breached would allow the Allies access to the North German Plain and ultimately to advance on Berlin and other major cities in Northern Germany. The conflict with Germany came to an end a few weeks after Operation Effective was cancelled, and shortly afterwards it was announced that the division would be redeployed to the Pacific to participate in the invasion of Japan after a brief stop-over in the United States. Most of the female nurses had transferred from the hospital ship Oranje, while the male Army personnel assigned to the ship aboard were all medical staff. Centaur was under orders to sail well out to sea until reaching the Great Barrier Reef; her course keeping her between {convert|50|and|150|nmi|-1} from shore."
{X5M6-U5DQ69OP-7497ADMK},01/03/2010 12:55:22,WRF3534,PC-7714,R:\MDUJMSVN.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Watergate prosecutor Archibald Cox wrote: ""[Roe's] failure to confront the issue in principled terms leaves the opinion to read like a set of hospital rules and regulations.... The Court had previously ruled in Stenberg v. Carhart that a state's ban on ""partial birth abortion"" was unconstitutional because such a ban would not allow for the health of the woman. As the regional surface water percolates downward through rocks below the Mount Cayley field, it reaches areas of high temperatures surrounding an active or recently solidified magma reservoir. Major construction would be needed to repair the community of Squamish and Highway 99."
{Y7M7-W4BQ70UO-8502QYQA},01/03/2010 12:56:51,ATT1191,PC-2057,R:\299Vq39\LNJMNIOV.zip,File Copy,False,True,"50-4B-03-04-14 Although Hall's Author's Note disclaims any real-world basis for the ambulance unit that Stephen joins, she drew heavily on the wartime experiences of her friend Toupie Lowther, co-commander of the only women's unit to serve on the front in France. The Well's use of religious imagery outraged the book's opponents, but Hall's vision of inversion as a God-given state was an influential contribution to the language of LGBT rights. His partner Wren Howard took papier-mache molds of the type to Paris, and by September 28, Pegasus Press was shipping its edition to the London bookseller Leopold Hill, who acted as distributor. Hall threatened a lawsuit to stop the production, but the issue soon became moot, since the play closed after only a few nights."
{T8J1-F1NP83DB-2383WYAS},01/03/2010 12:57:11,RAA1455,PC-7117,R:\84q4JP4\L4Z1YUD5.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 At the first meeting of the Council of Defence, McCay rejected the arguments of Captain William Rooke Creswell for the majority of the defence budget to be spent on supporting the British fleet. The Australian and New Zealand Army Corps commander, Lieutenant General Sir William Birdwood, was ordered to send a brigade from each of his two divisions to Helles to reinforce the British and French troops there. This theory states that Nakagawa was fully aware that his target was a hospital ship and decided to sink her regardless, either on his own initiative or a poor interpretation of his orders. Initially posing as a Norwegian merchant navy officer, the man quickly revealed that he was the first officer of the {ship|German auxiliary cruiser|Kormoran||6} and that the lifeboat contained German survivors from Kormoran{'}s battle with HMAS Sydney seven days earlier, including Captain Theodor Detmers."
{I0M3-T9OC57MT-5135XCPM},01/03/2010 12:57:12,SDH2394,PC-5849,R:\22B5gX4\H3XQUU6Z.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 (for Henry Edwards) as an attribution. Later reports spoke of Edwards marrying Brooke's widow, without naming her. There, Edwards edited three volumes of the journal Papilio and published a major work about the life of the butterfly. Four of the CVEs were released on September 25 and the remaining two on October 4. The Tradewind Taskforce embarked onto the invasion convoy at several bases in north-west New Guinea and subsequently conducted landing rehearsals at Aitape and Wakde Island in early September."
{Z9P8-D8OH77TG-2895IDGX},01/03/2010 12:57:30,MLW2240,PC-1960,R:\FZ43ZSJM.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Until his death, Knut shared an enclosure with three female polar bears: Nancy, Katjuscha and his mother Tosca. Photographer Annie Leibovitz took pictures of Knut that were used for an environmental campaign, including Vanity Fair magazine's May 2007 Green Issue in which he was superimposed into a photograph with American actor Leonardo DiCaprio. Interstate 70 was dedicated on December 5, 1970, at the Ghost Rocks view area inside the swell, even though it would take another 20 years to fully complete the freeway. The railroad branched from an existing line at Salina and traveled east up Salina Canyon."
{Z3K1-C0EZ71TO-7501VDVP},01/03/2010 12:57:43,RAA1455,PC-7117,R:\84q4JP4\L4Z1YUD5.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 At the first meeting of the Council of Defence, McCay rejected the arguments of Captain William Rooke Creswell for the majority of the defence budget to be spent on supporting the British fleet. The Australian and New Zealand Army Corps commander, Lieutenant General Sir William Birdwood, was ordered to send a brigade from each of his two divisions to Helles to reinforce the British and French troops there. This theory states that Nakagawa was fully aware that his target was a hospital ship and decided to sink her regardless, either on his own initiative or a poor interpretation of his orders. Initially posing as a Norwegian merchant navy officer, the man quickly revealed that he was the first officer of the {ship|German auxiliary cruiser|Kormoran||6} and that the lifeboat contained German survivors from Kormoran{'}s battle with HMAS Sydney seven days earlier, including Captain Theodor Detmers."
{I4D0-S2HM67TF-1380NMLM},01/03/2010 12:58:01,ATT1191,PC-2057,R:\299Vq39\LNJMNIOV.zip,File Open,False,True,"50-4B-03-04-14 Although Hall's Author's Note disclaims any real-world basis for the ambulance unit that Stephen joins, she drew heavily on the wartime experiences of her friend Toupie Lowther, co-commander of the only women's unit to serve on the front in France. The Well's use of religious imagery outraged the book's opponents, but Hall's vision of inversion as a God-given state was an influential contribution to the language of LGBT rights. His partner Wren Howard took papier-mache molds of the type to Paris, and by September 28, Pegasus Press was shipping its edition to the London bookseller Leopold Hill, who acted as distributor. Hall threatened a lawsuit to stop the production, but the issue soon became moot, since the play closed after only a few nights."
{D3W9-A3KH65HB-3541DZZX},01/03/2010 12:58:25,RAA1455,PC-7117,R:\84q4JP4\L4Z1YUD5.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 At the first meeting of the Council of Defence, McCay rejected the arguments of Captain William Rooke Creswell for the majority of the defence budget to be spent on supporting the British fleet. The Australian and New Zealand Army Corps commander, Lieutenant General Sir William Birdwood, was ordered to send a brigade from each of his two divisions to Helles to reinforce the British and French troops there. This theory states that Nakagawa was fully aware that his target was a hospital ship and decided to sink her regardless, either on his own initiative or a poor interpretation of his orders. Initially posing as a Norwegian merchant navy officer, the man quickly revealed that he was the first officer of the {ship|German auxiliary cruiser|Kormoran||6} and that the lifeboat contained German survivors from Kormoran{'}s battle with HMAS Sydney seven days earlier, including Captain Theodor Detmers."
{O5Z1-D0JN76CO-0325YMYV},01/03/2010 13:00:24,TKS3035,PC-3025,C:\26t2D75\31QFUWIK.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 The rooms were accessed directly from the outside via eight narrow wooden staircases, a situation regarded as a fire hazard, because the stairs were the only exits and the houses were separated only by thin lathe and plaster partitions. The parliamentary committee deplored this practice, arguing that the Admiralty prisoners were characterized by an ""entire absence of all control,"" and were bound to have a bad effect on the debtors."
{A9M1-Y3YX35AH-4229UNJV},01/03/2010 13:00:57,ATT1191,PC-2057,R:\299Vq39\LNJMNIOV.zip,File Delete,False,True,"50-4B-03-04-14 Although Hall's Author's Note disclaims any real-world basis for the ambulance unit that Stephen joins, she drew heavily on the wartime experiences of her friend Toupie Lowther, co-commander of the only women's unit to serve on the front in France. The Well's use of religious imagery outraged the book's opponents, but Hall's vision of inversion as a God-given state was an influential contribution to the language of LGBT rights. His partner Wren Howard took papier-mache molds of the type to Paris, and by September 28, Pegasus Press was shipping its edition to the London bookseller Leopold Hill, who acted as distributor. Hall threatened a lawsuit to stop the production, but the issue soon became moot, since the play closed after only a few nights."
